instance,sample,max_absolute_discrepancy
fsr-00,0,0.00000000000000000
fsr-00,1,0.00000000000000000
fsr-00,2,0.00000000000000000
fsr-00,3,0.00000000000000000
fsr-00,4,0.00000000000000000
fsr-00,5,0.00000000000000000
fsr-00,6,0.00000000000000000
fsr-00,7,0.00000000000000000
fsr-00,8,0.00000000000000000
fsr-00,9,0.00000000000000000
fsr-00,10,0.00000000000000000
fsr-00,11,0.00000000000000000
fsr-00,12,0.00000000000000000
fsr-00,13,0.00000000000000000
fsr-00,14,0.00000000000000000
fsr-00,15,0.00000000000000000
fsr-00,16,0.00000000000000000
fsr-00,17,0.00000000000000000
fsr-00,18,0.00000000000000000
fsr-00,19,0.00000000000000000
fsr-00,20,0.00000000000000000
fsr-00,21,0.00000000000000000
fsr-00,22,0.00000000000000000
fsr-00,23,0.00000000000000000
fsr-00,24,0.00000000000000000
fsr-00,25,0.00000000000000000
fsr-00,26,0.00000000000000000
fsr-00,27,0.00000000000000000
fsr-00,28,0.00000000000000000
fsr-00,29,0.00000000000000000
fsr-00,30,0.00000000000000000
fsr-00,31,0.00000000000000000
fsr-00,32,0.00000000000000000
fsr-00,33,0.00000000000000000
fsr-00,34,0.00000000000000000
fsr-00,35,0.00000000000000000
fsr-00,36,0.00000000000000000
fsr-00,37,0.00000000000000000
fsr-00,38,0.00000000000000000
fsr-00,39,0.00000000000000000
fsr-00,40,0.00000000000000000
fsr-00,41,0.00000000000000000
fsr-00,42,0.00000000000000000
fsr-00,43,0.00000000000000000
fsr-00,44,0.00000000000000000
fsr-00,45,0.00000000000000000
fsr-00,46,0.00000000000000000
fsr-00,47,0.00000000000000000
fsr-00,48,0.00000000000000000
fsr-00,49,0.00000000000000000
fsr-00,50,0.00000000000000000
fsr-00,51,0.00000000000000000
fsr-00,52,0.00000000000000000
fsr-00,53,0.00000000000000000
fsr-00,54,0.00000000000000000
fsr-00,55,0.00000000000000000
fsr-00,56,0.00000000000000000
fsr-00,57,0.00000000000000000
fsr-00,58,0.00000000000000000
fsr-00,59,0.00000000000000000
fsr-00,60,0.00000000000000000
fsr-00,61,0.00000000000000000
fsr-00,62,0.00000000000000000
fsr-00,63,0.00000000000000000
fsr-00,64,0.00000000000000000
fsr-00,65,0.00000000000000000
fsr-00,66,0.00000000000000000
fsr-00,67,0.00000000000000000
fsr-00,68,0.00000000000000000
fsr-00,69,0.00000000000000000
fsr-00,70,0.00000000000000000
fsr-00,71,0.00000000000000000
fsr-00,72,0.00000000000000000
fsr-00,73,0.00000000000000000
fsr-00,74,0.00000000000000000
fsr-00,75,0.00000000000000000
fsr-00,76,0.00000000000000000
fsr-00,77,0.00000000000000000
fsr-00,78,0.00000000000000000
fsr-00,79,0.00000000000000000
fsr-00,80,0.00000000000000000
fsr-00,81,0.00000000000000000
fsr-00,82,0.00000000000000000
fsr-00,83,0.00000000000000000
fsr-00,84,0.00000000000000000
fsr-00,85,0.00000000000000000
fsr-00,86,0.00000000000000000
fsr-00,87,0.00000000000000000
fsr-00,88,0.00000000000000000
fsr-00,89,0.00000000000000000
fsr-00,90,0.00000000000000000
fsr-00,91,0.00000000000000000
fsr-00,92,0.00000000000000000
fsr-00,93,0.00000000000000000
fsr-00,94,0.00000000000000000
fsr-00,95,0.00000000000000000
fsr-00,96,0.00000000000000000
fsr-00,97,0.00000000000000000
fsr-00,98,0.00000000000000000
fsr-00,99,0.00000000000000000
fsr-01,0,0.00000000000000000
fsr-01,1,0.00000000000000000
fsr-01,2,0.00000000000000000
fsr-01,3,0.00000000000000000
fsr-01,4,0.00000000000000000
fsr-01,5,0.00000000000000000
fsr-01,6,0.00000000000000000
fsr-01,7,0.00000000000000000
fsr-01,8,0.00000000000000000
fsr-01,9,0.00000000000000000
fsr-01,10,0.00000000000000000
fsr-01,11,0.00000000000000000
fsr-01,12,0.00000000000000000
fsr-01,13,0.00000000000000000
fsr-01,14,0.00000000000000000
fsr-01,15,0.00000000000000000
fsr-01,16,0.00000000000000000
fsr-01,17,0.00000000000000000
fsr-01,18,0.00000000000000000
fsr-01,19,0.00000000000000000
fsr-01,20,0.00000000000000000
fsr-01,21,0.00000000000000000
fsr-01,22,0.00000000000000000
